Cust ID,Trans ID,Timestamp,Merchant Segment,Device,Funding Instrument,Price,ZipCode,Account_age_months,Sum_12_mnth_credit_txn,Sum_12_mnth_debit_txn,Pcnt_debit_cards_in_wallet,Num_premium_cards,Eng_segment
17843,AC40FA3D,2021-04-21 13:49:44,Fashion, Web ,PayPal_Pay_Later,102,54638,13,1709,23608,86,2,Low
17844,326FC19A,2021-05-19 13:59:33,Website-services, Web ,Wallet,715,66817,14,5780,11130,63,0,Medium
17845,C3C17CF7,2021-05-10 02:05:32,Travel, Web ,Debit_Card,3238,67504,22,1289,23869,61,2,Medium
17846,21A90B7F,2021-05-03 07:01:15,Fashion, Web ,PayPal_Pay_Later,204,37445,17,965,18423,75,1,Low
17847,B29C0D8B,2021-04-07 12:47:39,Electronics, Web ,PayPal_Pay_Later,140,41203,16,300,13978,93,1,Low
17848,F12DF8F4,2021-06-04 02:18:01,Website-services, Mobile ,PayPal_Pay_Later,878,48437,13,1649,24043,95,1,About_to_churn
17849,80BAF6EA,2021-04-18 21:27:45,Fashion, Mobile ,PayPal_Pay_Later,102,11803,18,1314,28079,87,1,About_to_churn
17850,0D6A07E6,2021-03-30 20:07:58,Travel, Web ,PayPal_Credit_Card,4791,13226,50,21933,3600,20,3,High
17851,E48A8AE3,2021-05-18 23:50:54,Fashion, Web ,PayPal_Pay_Later,68,79164,17,1690,22065,95,1,About_to_churn
17852,1F75E089,2021-04-07 15:43:26,Travel, Mobile ,Debit_Card,2746,18832,12,1838,21743,80,1,High
17853,3D6119D6,2021-03-02 19:22:36,Website-services, Web ,Debit_Card,578,21055,17,1551,10585,71,2,High
17854,10D23118,2021-06-05 11:34:02,Fashion, Mobile ,PayPal_Pay_Later,157,63446,7,992,18384,81,2,Low
17855,5FF87F61,2021-03-13 10:15:31,Electronics, Web ,PayPal_Pay_Later,163,46147,3,512,12724,98,1,Low
17856,4BA507E3,2021-03-30 22:04:03,Travel, Mobile ,PayPal_Cobrand_Card,2161,57406,36,32999,2228,19,7,Medium
17857,DA771EE8,2021-04-10 18:22:21,Website-services, Web ,Wallet,904,62789,18,844,11274,50,0,Low
17858,B23B32E0,2021-04-29 11:12:42,Fashion, Web ,PayPal_Pay_Later,119,39030,2,852,13463,92,1,Medium
17859,9BF7CA7E,2021-03-17 23:40:19,Travel, Web ,Debit_Card,3003,55483,5,1378,10649,81,3,About_to_churn
17860,594B3C19,2021-04-03 17:34:40,Website-services, Web ,Netbanking,661,21600,2,2711,7738,40,3,Medium
17861,57DB4575,2021-05-30 19:30:56,Pantry, Mobile ,PayPal_Pay_Later,107,63987,2,1021,24432,99,1,Medium
17862,7E9D95CF,2021-04-27 09:26:24,Fashion, Mobile ,PayPal_Pay_Later,72,67627,8,1273,21335,95,2,Medium
17863,55915392,2021-03-27 15:37:15,Website-services, Web ,Netbanking,574,57066,7,2355,19370,44,2,Low
17864,8D1AFA55,2021-04-26 10:47:49,Website-services, Web ,Wallet,748,63770,16,4378,10205,70,0,Medium
17865,40C580D1,2021-05-26 03:46:02,Website-services, Web ,Netbanking,405,67001,5,1633,19130,61,1,Medium
17866,FA53BA3E,2021-03-10 19:23:34,Fashion, Web ,Wallet,244,14904,13,2476,9079,56,0,Medium
17867,A663F7B1,2021-04-01 21:06:28,Website-services, Web ,PayPal_Pay_Later,595,63660,12,472,26663,88,1,Medium
17868,2E7F236A,2021-05-01 19:10:55,Travel, Mobile ,PayPal_Credit_Card,4104,80592,60,15180,3593,22,6,Medium
17869,349DF08B,2021-04-16 04:13:41,Travel, Web ,PayPal_Credit_Card,4944,15745,55,19130,1446,22,3,High
17870,C4656234,2021-03-15 11:09:20,Pantry, Mobile ,PayPal_Pay_Later,27,61615,20,506,16290,79,2,Medium
17871,AA7479CE,2021-04-09 13:12:32,Website-services, Mobile ,PayPal_Pay_Later,128,50258,6,1203,22830,97,1,Medium
17872,6BF7ED9D,2021-05-03 19:58:16,Others, Web ,Debit_Card,2926,52414,8,2166,22270,69,1,Medium
17873,5D7B32AA,2021-05-23 00:56:13,Travel, Web ,PayPal_Credit_Card,2694,64515,56,34099,1378,17,6,Medium
17874,12B55D93,2021-05-26 06:46:19,Travel, Mobile ,PayPal_Credit_Card,4178,27015,52,10439,3218,18,6,Medium
17875,9DACF0A1,2021-04-27 20:36:23,Website-services, Web ,Wallet,589,51567,11,2004,9603,58,0,Low
17876,061076DD,2021-04-28 23:59:37,Fashion, Mobile ,PayPal_Pay_Later,71,30300,7,1310,13097,77,2,Low
17877,A6EF6086,2021-04-12 17:48:47,Website-services, Web ,Wallet,712,67504,17,2004,10373,62,1,Low
17878,8DB73A7C,2021-05-16 05:31:58,Fashion, Mobile ,PayPal_Pay_Later,217,27528,2,337,14167,92,1,Low
17879,2DD7A7F9,2021-05-10 05:39:52,Travel, Web ,PayPal_Credit_Card,4103,46147,35,27075,3011,11,5,High
17880,950196D0,2021-03-10 22:38:25,Fashion, Mobile ,PayPal_Pay_Later,111,70347,7,283,25178,94,1,Low
17881,2DFBCC6A,2021-04-09 14:05:58,Travel, POS ,PayPal_Cobrand_Card,3658,24627,42,12407,2986,22,4,Low
17882,D2D41421,2021-05-20 22:26:13,Website-services, Mobile ,PayPal_Pay_Later,124,41507,3,778,26699,91,2,About_to_churn
17883,7C9AB2A4,2021-03-23 10:49:28,Website-services, Mobile ,Netbanking,214,81176,8,2379,17079,61,1,About_to_churn
17884,06FE14A7,2021-04-06 06:28:22,Travel, Mobile ,PayPal_Credit_Card,4269,38622,51,29363,1151,14,3,Medium
17885,9A092BA9,2021-05-07 17:54:01,Electronics, Mobile ,PayPal_Pay_Later,545,51513,9,343,27571,79,2,Low
17886,0AF09D8A,2021-03-22 04:22:35,Travel, Mobile ,PayPal_Credit_Card,4889,75748,51,17202,3413,22,6,High
17887,F1FA2E75,2021-03-04 03:39:15,Fashion, Mobile ,PayPal_Pay_Later,122,18512,4,1520,29246,90,1,Low
17888,B345DAFF,2021-05-07 10:05:56,Fashion, Web ,Wallet,206,20812,15,5587,11961,69,0,Low
17889,1EE64726,2021-04-27 01:19:37,Others, Web ,Wallet,805,65116,8,6523,11100,58,1,High
17890,E9188B23,2021-05-03 11:15:22,Pantry, Mobile ,PayPal_Pay_Later,281,50985,2,461,16432,100,2,About_to_churn
17891,8E1970C1,2021-06-02 19:42:06,Pantry, Mobile ,PayPal_Pay_Later,33,57406,4,1792,24242,76,2,Low
17892,0BDAABF1,2021-06-08 19:05:21,Travel, Web ,Debit_Card,2159,89399,1,1833,21047,56,2,About_to_churn
17893,A254CE54,2021-05-03 16:19:39,Others, Mobile ,PayPal_Credit_Card,4788,71606,50,37706,2243,13,4,Medium
17894,61AACB37,2021-04-23 22:40:38,Fashion, Mobile ,PayPal_Pay_Later,102,76127,4,1165,21376,91,1,Medium
17895,ED3436CD,2021-04-26 01:32:28,Fashion, Mobile ,PayPal_Pay_Later,170,50574,3,1169,12758,80,1,Medium
17896,F463BB3E,2021-05-24 13:11:26,Fashion, Mobile ,PayPal_Pay_Later,135,60641,5,1119,16721,88,1,Low
17897,7D9A05D2,2021-04-14 02:12:58,Fashion, Mobile ,PayPal_Pay_Later,112,49691,12,1315,12883,89,2,About_to_churn
17898,9BBEE283,2021-04-10 06:48:19,Website-services, Web ,Wallet,741,33334,14,4752,11795,62,0,High
17899,9B5D7491,2021-04-15 12:21:37,Website-services, Web ,Wallet,899,75629,16,7333,9953,63,0,High
17900,80E2B4E5,2021-05-31 20:10:28,Website-services, Mobile ,PayPal_Pay_Later,118,35780,8,243,20359,81,1,About_to_churn
17901,521DE4CB,2021-04-01 11:59:20,Travel, Web ,Debit_Card,2324,86717,6,2156,17968,66,1,About_to_churn
17902,CD517937,2021-04-06 00:58:50,Fashion, Mobile ,PayPal_Pay_Later,119,20188,8,1547,28515,99,1,About_to_churn
17903,048CDBD5,2021-04-19 15:39:02,Website-services, Web ,Wallet,703,45428,13,4325,9454,66,0,About_to_churn
17904,785A6ED0,2021-04-20 13:44:10,Website-services, Web ,Netbanking,590,17709,1,4060,19921,56,3,High
17905,40D13549,2021-03-07 20:06:27,Travel, Web ,Debit_Card,1045,59385,2,1208,10259,61,3,Medium
17906,83B5895D,2021-05-18 16:17:40,Travel, Web ,Debit_Card,3478,62329,13,2026,13832,57,1,Medium
17907,BA965E2F,2021-03-15 03:21:36,Fashion, Web ,PayPal_Pay_Later,59,72375,6,474,18893,90,1,Medium
17908,8C3206B8,2021-05-26 07:19:04,Fashion, Mobile ,PayPal_Pay_Later,171,55469,8,1186,19969,91,1,Medium
17909,0E534753,2021-05-24 10:31:53,Pantry, Web ,Wallet,256,70170,10,5196,9490,51,1,Medium
17910,500182DE,2021-04-20 23:45:26,Fashion, Mobile ,PayPal_Pay_Later,98,51567,14,828,26871,91,2,Medium
17911,C754E6DC,2021-03-08 20:35:05,Travel, Web ,Debit_Card,1712,88919,14,1518,22436,52,3,High
17912,24CB375F,2021-04-29 06:49:08,Fashion, Mobile ,PayPal_Pay_Later,112,58284,13,1243,18076,91,1,About_to_churn
17913,B76FBB4D,2021-05-08 18:24:53,Website-services, Mobile ,PayPal_Pay_Later,153,75748,11,1276,16052,89,2,About_to_churn
17914,7F869FFD,2021-03-14 10:09:45,Fashion, Web ,PayPal_Pay_Later,129,63862,14,1638,22294,83,1,About_to_churn
17915,170F0344,2021-04-01 16:58:56,Travel, Web ,Debit_Card,3843,63770,10,1566,22593,72,1,Medium
17916,7F31FAEA,2021-04-20 20:18:57,Website-services, Mobile ,PayPal_Pay_Later,507,58284,15,534,15489,85,2,About_to_churn
17917,74077107,2021-03-16 22:32:06,Fashion, Mobile ,PayPal_Pay_Later,116,42492,2,1582,12783,86,1,About_to_churn
17918,0599F073,2021-04-02 05:50:38,Travel, Mobile ,PayPal_Credit_Card,2480,48768,46,42627,2673,16,5,Medium
17919,8196A266,2021-04-22 12:27:39,Travel, Web ,Debit_Card,3092,58457,18,1455,23619,65,3,About_to_churn
17920,345B9375,2021-03-27 11:55:13,Fashion, Mobile ,PayPal_Pay_Later,187,12430,18,1211,26038,86,2,About_to_churn
17921,A8FAE836,2021-06-06 00:22:04,Travel, Web ,Debit_Card,2281,22777,22,2322,23336,65,3,Medium
17922,DDF487F5,2021-03-23 13:39:00,Website-services, Web ,Debit_Card,923,63987,19,1077,10122,62,3,Low
17923,DE829147,2021-05-31 08:19:33,Electronics, Web ,Netbanking,514,41507,1,5227,7799,45,2,Medium
17924,6A708F6F,2021-06-05 08:11:43,Travel, Mobile ,Netbanking,2242,10669,5,5825,8755,61,1,Medium
17925,A15B9447,2021-05-30 15:59:45,Travel, Web ,Netbanking,1926,15486,8,2543,9370,58,3,Low
17926,EFA10FAC,2021-05-08 08:31:18,Fashion, Web ,PayPal_Pay_Later,170,51969,2,1155,18087,85,2,About_to_churn
17927,3FBBA143,2021-04-22 05:08:56,Fashion, Mobile ,PayPal_Pay_Later,58,29536,10,1124,21972,80,1,About_to_churn
17928,DEBB596B,2021-04-06 12:09:21,Others, Web ,Debit_Card,3847,80294,14,2353,22410,71,3,High
17929,A005AE36,2021-03-06 18:05:59,Website-services, Web ,Wallet,369,49751,9,936,9089,58,0,Medium
17930,15643B58,2021-03-29 05:11:26,Electronics, Web ,PayPal_Cobrand_Card,1096,60641,36,11410,2378,22,7,Medium
17931,52504F23,2021-05-03 12:05:01,Fashion, Mobile ,PayPal_Pay_Later,140,70347,7,498,22559,80,1,Medium
17932,6D075CE0,2021-03-19 04:47:51,Travel, POS ,PayPal_Cobrand_Card,3425,31868,33,9263,2371,23,5,Medium
17933,9FB085B9,2021-03-12 01:30:39,Travel, Web ,Debit_Card,1083,17697,11,1243,12372,78,1,Low
17934,1009B443,2021-03-07 03:23:23,Website-services, Mobile ,PayPal_Pay_Later,623,22231,17,1311,19712,95,2,Low
17935,D8D42AB1,2021-03-26 16:09:56,Website-services, Web ,PayPal_Pay_Later,108,33259,14,1011,20827,79,1,About_to_churn
17936,DE7F3345,2021-03-01 15:35:47,Travel, POS ,PayPal_Cobrand_Card,1206,37308,30,12642,2058,7,4,Medium
17937,11B068F2,2021-03-30 23:54:12,Website-services, Mobile ,Debit_Card,657,34440,12,1700,10268,55,2,High
17938,D74922A3,2021-03-23 06:24:08,Travel, Web ,PayPal_Credit_Card,3812,81868,37,9386,3272,18,6,Medium
17939,F72F036B,2021-03-27 15:12:21,Fashion, Web ,PayPal_Pay_Later,133,61958,3,1056,13074,84,1,About_to_churn
17940,12DB3B45,2021-05-30 01:27:18,Website-services, Web ,Netbanking,490,74173,15,3231,12319,51,1,High
17941,5BE24CE3,2021-04-03 05:47:06,Travel, Web ,Debit_Card,2718,75448,9,1317,16011,56,1,Medium
17942,28A9B00B,2021-03-20 20:10:26,Fashion, Web ,Wallet,245,22691,12,1131,10754,65,0,Medium
17943,1DB847F1,2021-03-23 03:07:57,Website-services, Web ,Netbanking,376,70990,14,2414,13577,59,2,Low
17944,34109CD7,2021-05-17 07:09:31,Fashion, Mobile ,PayPal_Pay_Later,126,37435,19,914,25422,96,2,Low
17945,2C6F51BC,2021-05-19 10:16:04,Website-services, Mobile ,Netbanking,380,78626,8,2678,19280,46,1,High
17946,3D1BD4E2,2021-04-16 00:19:15,Website-services, Web ,PayPal_Pay_Later,373,18832,3,1487,18315,82,2,About_to_churn
17947,75A7DB25,2021-03-27 06:02:30,Travel, Mobile ,Netbanking,959,53522,4,5282,8948,57,2,Medium
17948,38550E3B,2021-04-20 16:53:22,Fashion, Mobile ,PayPal_Pay_Later,164,65570,19,1031,24795,81,1,Medium
17949,01B62A5B,2021-04-07 07:18:11,Electronics, Web ,Netbanking,1082,49142,5,2811,12444,44,2,Low
17950,91B6E9CA,2021-05-11 13:51:05,Travel, Mobile ,PayPal_Credit_Card,4871,26612,59,37595,1726,19,6,Medium
17951,EECF14EE,2021-05-08 01:32:33,Travel, Mobile ,PayPal_Credit_Card,2839,17697,36,9062,1401,18,5,High
17952,161F7363,2021-03-26 23:04:23,Website-services, Web ,Wallet,913,49751,8,6153,9045,60,1,Medium
17953,43BDCDF9,2021-04-28 16:23:24,Electronics, Web ,Wallet,214,26477,11,714,10050,62,1,About_to_churn
17954,3A5197F4,2021-03-04 17:25:18,Travel, Web ,PayPal_Credit_Card,2150,87602,51,29679,4359,15,6,Medium
17955,42CCE0EA,2021-04-19 03:23:21,Electronics, Web ,Wallet,366,35220,16,3012,10424,53,1,Medium
17956,7CBC6B51,2021-03-24 06:17:29,Travel, Web ,Wallet,789,50500,18,4476,10877,63,1,Medium
17957,597A7301,2021-04-02 05:56:35,Travel, Web ,Debit_Card,3625,19146,15,1495,22841,69,3,Low
17958,82C29454,2021-05-23 13:09:28,Pantry, Web ,Wallet,294,20188,14,6754,10533,63,1,Medium
17959,8DF62FF0,2021-04-01 10:43:02,Pantry, Web ,Netbanking,269,33259,5,3319,14630,59,3,Low
17960,B22D3897,2021-05-10 21:19:30,Fashion, Mobile ,PayPal_Pay_Later,179,89359,16,984,19349,97,1,Low
17961,E5528D19,2021-05-18 15:54:37,Travel, Mobile ,Debit_Card,3669,14165,12,1119,13008,84,3,Medium
17962,3A7D2076,2021-03-14 00:40:17,Travel, Web ,Netbanking,1943,73638,10,4824,19738,43,3,Low
17963,A4DE731D,2021-03-22 18:37:16,Website-services, Mobile ,PayPal_Pay_Later,520,23060,17,1553,19220,88,2,Low
17964,E78E4179,2021-03-19 10:30:54,Website-services, Web ,Wallet,923,21600,10,3617,10947,62,0,Medium
17965,A1A66CE4,2021-03-12 10:48:45,Fashion, Mobile ,PayPal_Pay_Later,55,58284,7,1726,15370,95,1,About_to_churn
17966,D4F948ED,2021-06-04 05:11:08,Electronics, Mobile ,PayPal_Pay_Later,285,42338,3,412,19587,87,1,Low
17967,3C7E80F7,2021-03-19 20:32:56,Travel, Web ,PayPal_Cobrand_Card,1652,82121,23,6344,2015,14,5,Medium
17968,196BC395,2021-04-13 22:29:33,Travel, Mobile ,PayPal_Credit_Card,2036,59385,56,26328,1358,17,6,Medium
17969,20173610,2021-04-17 02:42:10,Others, Mobile ,PayPal_Credit_Card,2111,13620,45,24109,3884,18,4,High
17970,403D8C20,2021-03-26 08:55:46,Travel, Web ,PayPal_Pay_Later,859,29536,6,1226,13699,81,2,Medium
17971,008577C9,2021-05-20 16:37:58,Website-services, Mobile ,PayPal_Pay_Later,554,13226,6,591,14920,85,2,Medium
17972,5E9B01C9,2021-05-17 14:31:52,Travel, Web ,PayPal_Credit_Card,4400,40034,45,39397,1819,11,6,High
17973,F71C529D,2021-05-29 04:28:49,Travel, POS ,PayPal_Cobrand_Card,2746,63446,32,24097,2536,8,7,Medium
17974,1D4B0149,2021-04-16 07:54:04,Pantry, Web ,PayPal_Pay_Later,154,23422,20,1163,12080,95,1,Low
17975,82D14532,2021-05-29 14:09:33,Website-services, Mobile ,PayPal_Pay_Later,169,51513,7,1302,18874,88,1,About_to_churn
17976,1C6E7670,2021-03-09 03:23:53,Fashion, Mobile ,PayPal_Pay_Later,70,51496,4,1324,14430,87,1,Low
17977,95DF31E5,2021-05-01 13:15:26,Fashion, Mobile ,PayPal_Pay_Later,69,47622,8,609,18620,100,1,Medium
17978,60052968,2021-05-15 12:51:07,Fashion, Mobile ,PayPal_Pay_Later,97,32150,11,572,29192,94,2,About_to_churn
17979,2234C180,2021-06-03 11:11:59,Electronics, Web ,Netbanking,766,89911,10,1534,11570,65,1,Medium
17980,84E0B207,2021-05-07 17:11:24,Travel, Web ,Debit_Card,3581,12559,7,1601,21217,72,3,About_to_churn
17981,66193B11,2021-03-05 18:43:18,Website-services, Mobile ,PayPal_Pay_Later,955,25867,10,789,20461,82,1,Medium
17982,0BC1A4BC,2021-04-08 01:09:06,Website-services, Web ,PayPal_Pay_Later,275,60325,18,1735,24960,87,2,Medium
17983,2DBDF34E,2021-05-08 13:02:01,Website-services, Web ,Wallet,952,12886,14,4672,10017,57,1,Low
17984,154E6990,2021-04-25 06:56:01,Electronics, Mobile ,PayPal_Pay_Later,293,74732,10,459,15437,100,2,Medium
17985,3D48AEC0,2021-05-24 14:07:12,Website-services, Mobile ,PayPal_Pay_Later,618,85223,14,829,13481,84,1,Medium
17986,951CEC34,2021-04-25 03:57:30,Website-services, Web ,Wallet,708,46104,10,5181,10162,68,1,Low
17987,4809B69D,2021-03-14 01:24:26,Fashion, Mobile ,PayPal_Pay_Later,68,39016,5,1700,12406,82,1,Low
17988,9967005D,2021-03-08 10:10:54,Travel, Web ,PayPal_Credit_Card,3573,66596,38,43373,3383,20,6,Medium
17989,CFADEA08,2021-04-22 01:11:22,Pantry, Mobile ,PayPal_Pay_Later,182,63094,12,1367,26548,80,1,Low
17990,3660BBCE,2021-03-08 04:12:24,Website-services, Mobile ,PayPal_Pay_Later,218,83052,20,1241,21662,76,2,Medium
17991,B88F4418,2021-03-11 00:35:15,Website-services, Web ,Wallet,512,61615,10,3030,9762,65,0,Low
17992,ED536B70,2021-05-11 09:56:26,Fashion, Mobile ,PayPal_Pay_Later,129,15450,7,1640,29662,82,1,Medium
17993,FB50AD6F,2021-05-08 15:38:58,Travel, Web ,Netbanking,1930,81481,1,5404,15490,46,2,Medium
17994,9063DAEB,2021-03-25 03:41:50,Electronics, Web ,PayPal_Pay_Later,453,37435,8,488,16347,76,1,Medium
17995,BD9B4CE0,2021-05-22 22:23:44,Website-services, Web ,Wallet,714,35220,13,1044,11044,63,0,About_to_churn
17996,09436EDE,2021-03-19 23:38:51,Electronics, Web ,PayPal_Credit_Card,1012,66363,36,9653,1188,12,5,High
17997,26853638,2021-03-01 23:44:57,Travel, POS ,PayPal_Cobrand_Card,2833,15348,27,24723,2866,17,6,Low
17998,E4C0C93E,2021-03-31 16:39:03,Travel, Web ,PayPal_Cobrand_Card,3686,50555,32,17277,3102,12,6,Low
17999,8977E61D,2021-04-20 18:17:31,Website-services, Web ,Wallet,492,86324,9,1266,9343,60,1,High
18000,C2E303FA,2021-05-28 02:04:16,Electronics, Web ,Netbanking,1115,84787,11,5138,13704,45,1,Medium
18001,FEFF7E30,2021-06-03 18:49:21,Travel, Mobile ,PayPal_Credit_Card,3357,18249,36,17426,1843,21,4,High
18002,32FBF8C7,2021-06-09 18:54:00,Travel, Web ,PayPal_Cobrand_Card,1786,31877,35,9668,2724,8,8,Medium
18003,0094D7AD,2021-06-05 18:26:48,Fashion, Web ,Netbanking,215,36725,8,4675,15366,44,3,Medium
18004,09B52939,2021-03-23 22:15:49,Pantry, Web ,Netbanking,208,51006,4,4456,17942,57,3,Medium
18005,74FBE181,2021-05-10 06:17:03,Pantry, Web ,PayPal_Pay_Later,196,50719,11,413,17862,79,2,Medium
18006,018B7DEA,2021-05-12 22:30:42,Electronics, Web ,Wallet,933,55483,14,847,10737,50,1,Low
18007,14507161,2021-06-09 16:37:26,Pantry, Web ,Netbanking,379,79359,11,5506,11853,58,2,Medium
18008,E26216D2,2021-04-14 10:50:04,Travel, Mobile ,PayPal_Credit_Card,2552,47556,34,39147,1648,18,5,High
18009,11DFE1F7,2021-04-21 14:24:47,Website-services, Mobile ,PayPal_Pay_Later,169,45520,18,460,15131,76,2,Medium
18010,16A8505D,2021-04-30 22:19:10,Website-services, Web ,Debit_Card,875,30798,20,1322,12202,84,1,High
18011,449E51CF,2021-03-19 17:53:33,Electronics, Web ,Wallet,962,61735,9,723,10791,58,1,Low
18012,E95E89FD,2021-04-25 02:49:07,Travel, Web ,PayPal_Credit_Card,4641,38898,36,24461,3103,22,5,Medium
18013,3C773A67,2021-03-28 06:05:27,Travel, Web ,Netbanking,2040,70557,4,4066,12557,60,3,High
18014,EF7D1D51,2021-05-18 06:46:13,Website-services, Web ,Netbanking,855,64515,2,2382,14031,59,2,Medium
18015,15C38045,2021-05-20 21:15:34,Fashion, Web ,PayPal_Pay_Later,168,62862,2,1279,17223,88,2,Medium
18016,80626428,2021-03-14 09:24:39,Website-services, Web ,Wallet,280,89359,6,549,9314,56,1,About_to_churn
18017,928995E9,2021-03-16 08:12:19,Travel, Web ,Wallet,799,13620,11,3805,10294,64,0,Medium
18018,6192BE3F,2021-05-27 22:10:56,Travel, Web ,Netbanking,963,17289,10,1863,11388,60,1,About_to_churn
18019,BA2836C0,2021-05-25 04:08:22,Travel, Web ,Netbanking,1800,32740,7,4604,12353,42,3,Medium
18020,1E01058B,2021-05-01 20:54:04,Website-services, Mobile ,PayPal_Pay_Later,398,75629,2,1001,19604,87,1,About_to_churn
18021,4BB71747,2021-05-31 17:16:26,Fashion, Mobile ,PayPal_Pay_Later,91,51588,2,709,13137,81,1,Medium
18022,3032B044,2021-04-01 05:02:23,Travel, POS ,PayPal_Cobrand_Card,1387,20824,19,23715,2706,18,8,About_to_churn
18023,89D65261,2021-05-29 16:45:20,Travel, Web ,PayPal_Credit_Card,4043,36051,40,15968,2473,16,6,High
18024,288915AC,2021-05-02 01:14:34,Electronics, Mobile ,PayPal_Pay_Later,433,23060,10,1386,15991,96,2,About_to_churn
18025,872E6F84,2021-05-11 04:37:39,Electronics, Web ,Netbanking,221,39049,12,4738,14265,55,2,Medium
18026,5D802875,2021-03-27 21:49:48,Travel, Web ,PayPal_Credit_Card,4217,50555,50,7185,2606,16,3,High
18027,17EF05B6,2021-03-03 08:22:58,Fashion, Mobile ,PayPal_Pay_Later,204,35916,7,408,19678,96,2,About_to_churn
18028,D0468C55,2021-06-09 00:31:29,Fashion, Mobile ,PayPal_Pay_Later,143,39049,10,995,25592,86,2,About_to_churn
18029,FFC0D328,2021-03-28 06:40:02,Travel, Mobile ,PayPal_Credit_Card,4390,43900,48,30174,3989,19,4,Medium
18030,8ED4F232,2021-04-02 16:05:39,Pantry, Web ,Netbanking,216,67001,2,2395,16743,54,2,Medium
18031,90F5BD20,2021-05-04 20:11:52,Fashion, Mobile ,PayPal_Pay_Later,121,51950,10,1561,18263,89,1,About_to_churn
18032,49137AFF,2021-03-15 21:24:52,Travel, Web ,PayPal_Credit_Card,2758,85223,58,22554,4143,11,5,High
18033,A93F2AFB,2021-05-04 21:39:21,Others, Mobile ,PayPal_Credit_Card,1108,25242,49,10420,3491,22,5,Medium
18034,338E6469,2021-05-18 20:59:18,Travel, Web ,PayPal_Cobrand_Card,1179,33299,21,26543,2528,5,4,Low
18035,9740BDE4,2021-05-29 15:30:20,Fashion, Mobile ,PayPal_Pay_Later,127,79164,3,1758,17114,82,2,Medium
18036,A1861CEF,2021-06-02 10:15:53,Travel, Web ,Debit_Card,1613,88650,23,1874,20553,57,1,Medium
18037,AA989996,2021-03-25 05:49:19,Travel, Mobile ,PayPal_Credit_Card,2231,81684,33,18845,3259,20,5,High
18038,F3E5C011,2021-04-06 10:01:09,Travel, Web ,Debit_Card,2616,38622,12,2302,19664,68,1,High
18039,2B8B424D,2021-05-09 05:41:53,Travel, POS ,PayPal_Cobrand_Card,2022,43162,39,32065,1893,25,8,Medium
18040,9CB0297F,2021-04-08 22:23:05,Fashion, Web ,PayPal_Pay_Later,159,89818,2,611,19692,90,2,Medium
18041,1F2A8428,2021-03-11 02:17:36,Travel, Mobile ,PayPal_Credit_Card,2327,50719,57,41026,1922,17,6,High
18042,4A2EF702,2021-04-11 05:22:57,Website-services, Mobile ,PayPal_Pay_Later,199,73943,6,1084,26187,93,2,About_to_churn
18043,094F35F1,2021-04-30 16:20:26,Website-services, Web ,Netbanking,220,46144,9,3234,12608,62,1,Medium
18044,395F5079,2021-05-06 04:34:13,Website-services, Web ,Netbanking,243,38898,11,5091,9591,65,1,About_to_churn
18045,38D3E246,2021-04-24 16:27:28,Travel, POS ,PayPal_Cobrand_Card,1575,36308,19,9131,3119,15,6,About_to_churn
18046,CD0D3238,2021-05-10 22:31:17,Fashion, Mobile ,PayPal_Pay_Later,148,79010,9,1141,27791,93,2,Low
18047,025A13A9,2021-03-30 20:59:41,Electronics, Web ,Netbanking,380,31925,2,4046,19111,46,3,About_to_churn
18048,E1407085,2021-04-09 03:01:45,Fashion, Mobile ,PayPal_Pay_Later,155,73257,19,743,23391,94,1,Low
18049,44BD7EB4,2021-03-08 21:09:31,Website-services, Web ,Debit_Card,811,15450,19,1882,23979,67,2,Medium
18050,F6C2B6CB,2021-03-11 16:28:46,Travel, Mobile ,PayPal_Cobrand_Card,2287,81176,27,8782,2067,24,4,Low
18051,3C31C27A,2021-05-24 20:09:30,Travel, Mobile ,Debit_Card,1550,40694,15,1378,20255,52,3,High
18052,5E36CE4D,2021-05-16 06:46:33,Website-services, Web ,Wallet,474,83898,15,5063,10547,69,0,High
18053,C2B1B266,2021-05-05 08:55:51,Fashion, Mobile ,PayPal_Pay_Later,55,20812,20,1206,14778,82,1,Medium
18054,210BE9D3,2021-03-21 12:17:21,Fashion, Mobile ,PayPal_Pay_Later,100,87343,12,1452,24235,85,1,Low
18055,EF60B9A6,2021-03-21 16:41:35,Travel, Web ,Debit_Card,2387,26612,12,1431,14377,75,3,Low
18056,138EE834,2021-05-20 23:49:44,Website-services, Web ,Netbanking,719,39117,4,1666,11944,54,2,Medium
18057,8A4B149E,2021-04-02 06:22:26,Electronics, POS ,PayPal_Cobrand_Card,1002,26129,35,25276,2740,12,6,Low
18058,0CF64B5B,2021-05-05 08:51:48,Travel, Mobile ,Debit_Card,1766,72859,15,1788,12856,85,1,About_to_churn
18059,60719A0D,2021-03-16 12:53:22,Fashion, Mobile ,PayPal_Pay_Later,76,54638,19,1422,20157,77,2,About_to_churn
18060,33E4C55D,2021-03-22 13:11:56,Travel, Web ,Debit_Card,1183,47556,13,2278,17853,60,1,Medium
18061,EFFF3200,2021-03-10 19:25:52,Website-services, Web ,Debit_Card,515,15486,10,1799,18795,74,1,Medium
18062,1503BE07,2021-03-17 22:43:57,Fashion, Web ,PayPal_Pay_Later,95,30446,17,629,26990,91,2,Medium
